County,Cases,Deaths,Recovered,Tests,Date,State,Abbr,FIPS
Tucker,3,NA,NA,NA,2020-04-06,West Virginia,WV,54093
Tyler,1,NA,NA,NA,2020-04-06,West Virginia,WV,54095
Upshur,1,NA,NA,NA,2020-04-06,West Virginia,WV,54097
Wetzel,2,NA,NA,NA,2020-04-06,West Virginia,WV,54103
Wirt,1,NA,NA,NA,2020-04-06,West Virginia,WV,54105
Wood,13,NA,NA,NA,2020-04-06,West Virginia,WV,54107
Wyoming,1,NA,NA,NA,2020-04-06,West Virginia,WV,54109
Barbour,2,NA,NA,NA,2020-04-05,West Virginia,WV,54001
Berkeley54,NA,NA,NA,NA,2020-04-05,West Virginia,WV,NA
Cabell,7,NA,NA,NA,2020-04-05,West Virginia,WV,54011
Greenbrier,3,NA,NA,NA,2020-04-05,West Virginia,WV,54025
Hancock,6,NA,NA,NA,2020-04-05,West Virginia,WV,54029
Hardy,2,NA,NA,NA,2020-04-05,West Virginia,WV,54031
Harrison,25,NA,NA,NA,2020-04-05,West Virginia,WV,54033
Jackson,16,NA,NA,NA,2020-04-05,West Virginia,WV,54035
Jefferson,22,NA,NA,NA,2020-04-05,West Virginia,WV,54037
Kanawha,56,NA,NA,NA,2020-04-05,West Virginia,WV,54039
Lewis,1,NA,NA,NA,2020-04-05,West Virginia,WV,54041
Logan,6,NA,NA,NA,2020-04-05,West Virginia,WV,54045
Marion,17,NA,NA,NA,2020-04-05,West Virginia,WV,54049
Marshall,5,NA,NA,NA,2020-04-05,West Virginia,WV,54051
Mason,4,NA,NA,NA,2020-04-05,West Virginia,WV,54053
Mercer,4,NA,NA,NA,2020-04-05,West Virginia,WV,54055
Mineral,2,NA,NA,NA,2020-04-05,West Virginia,WV,54057
Monongalia,53,NA,NA,NA,2020-04-05,West Virginia,WV,54061
Morgan,3,NA,NA,NA,2020-04-05,West Virginia,WV,54065
Ohio,15,NA,NA,NA,2020-04-05,West Virginia,WV,54069
Pendleton,1,NA,NA,NA,2020-04-05,West Virginia,WV,54071
Pleasants,1,NA,NA,NA,2020-04-05,West Virginia,WV,54073
Preston,4,NA,NA,NA,2020-04-05,West Virginia,WV,54077
Putnam,8,NA,NA,NA,2020-04-05,West Virginia,WV,54079
Raleigh,4,NA,NA,NA,2020-04-05,West Virginia,WV,54081
Randolph,3,NA,NA,NA,2020-04-05,West Virginia,WV,54083
Roane,2,NA,NA,NA,2020-04-05,West Virginia,WV,54087
Taylor,1,NA,NA,NA,2020-04-05,West Virginia,WV,54091
Tucker,3,NA,NA,NA,2020-04-05,West Virginia,WV,54093
Upshur,1,NA,NA,NA,2020-04-05,West Virginia,WV,54097
Wetzel,2,NA,NA,NA,2020-04-05,West Virginia,WV,54103
Wirt,1,NA,NA,NA,2020-04-05,West Virginia,WV,54105
Wood,11,NA,NA,NA,2020-04-05,West Virginia,WV,54107
Barbour,2,NA,NA,NA,2020-04-04,West Virginia,WV,54001
Berkeley54,NA,NA,NA,NA,2020-04-04,West Virginia,WV,NA
Cabell,5,NA,NA,NA,2020-04-04,West Virginia,WV,54011
Greenbrier,3,NA,NA,NA,2020-04-04,West Virginia,WV,54025
Hancock,6,NA,NA,NA,2020-04-04,West Virginia,WV,54029
Hardy,2,NA,NA,NA,2020-04-04,West Virginia,WV,54031
Harrison,24,NA,NA,NA,2020-04-04,West Virginia,WV,54033
Jackson,14,NA,NA,NA,2020-04-04,West Virginia,WV,54035
Jefferson,21,NA,NA,NA,2020-04-04,West Virginia,WV,54037
Kanawha,51,NA,NA,NA,2020-04-04,West Virginia,WV,54039
Logan,5,NA,NA,NA,2020-04-04,West Virginia,WV,54045
Marion,14,NA,NA,NA,2020-04-04,West Virginia,WV,54049
Marshall,5,NA,NA,NA,2020-04-04,West Virginia,WV,54051
Mason,4,NA,NA,NA,2020-04-04,West Virginia,WV,54053
Mercer,3,NA,NA,NA,2020-04-04,West Virginia,WV,54055
Mineral,2,NA,NA,NA,2020-04-04,West Virginia,WV,54057
Monongalia,49,NA,NA,NA,2020-04-04,West Virginia,WV,54061
Morgan,3,NA,NA,NA,2020-04-04,West Virginia,WV,54065
Ohio,18,NA,NA,NA,2020-04-04,West Virginia,WV,54069
NA,NA,NA,NA,NA,2020-04-04,West Virginia,WV,NA
Pleasants,1,NA,NA,NA,2020-04-04,West Virginia,WV,54073
Preston,5,NA,NA,NA,2020-04-04,West Virginia,WV,54077
Putnam,6,NA,NA,NA,2020-04-04,West Virginia,WV,54079
Raleigh,4,NA,NA,NA,2020-04-04,West Virginia,WV,54081
Randolph,3,NA,NA,NA,2020-04-04,West Virginia,WV,54083
Roane,2,NA,NA,NA,2020-04-04,West Virginia,WV,54087
Tucker,3,NA,NA,NA,2020-04-04,West Virginia,WV,54093
Upshur,1,NA,NA,NA,2020-04-04,West Virginia,WV,54097
Wetzel,2,NA,NA,NA,2020-04-04,West Virginia,WV,54103
Wirt,1,NA,NA,NA,2020-04-04,West Virginia,WV,54105
Wood,10,NA,NA,NA,2020-04-04,West Virginia,WV,54107
Barbour,2,NA,NA,NA,2020-04-03,West Virginia,WV,54001
Berkeley49,NA,NA,NA,NA,2020-04-03,West Virginia,WV,NA
Cabell,5,NA,NA,NA,2020-04-03,West Virginia,WV,54011
Greenbrier,3,NA,NA,NA,2020-04-03,West Virginia,WV,54025
Hancock,6,NA,NA,NA,2020-04-03,West Virginia,WV,54029
Hardy,2,NA,NA,NA,2020-04-03,West Virginia,WV,54031
Harrison,19,NA,NA,NA,2020-04-03,West Virginia,WV,54033
Jackson,13,NA,NA,NA,2020-04-03,West Virginia,WV,54035
Jefferson,17,NA,NA,NA,2020-04-03,West Virginia,WV,54037
Kanawha,48,NA,NA,NA,2020-04-03,West Virginia,WV,54039
Logan,5,NA,NA,NA,2020-04-03,West Virginia,WV,54045
Marion,13,NA,NA,NA,2020-04-03,West Virginia,WV,54049
Marshall,4,NA,NA,NA,2020-04-03,West Virginia,WV,54051
Mason,4,NA,NA,NA,2020-04-03,West Virginia,WV,54053
Mercer,3,NA,NA,NA,2020-04-03,West Virginia,WV,54055
Mineral,2,NA,NA,NA,2020-04-03,West Virginia,WV,54057
Monongalia,40,NA,NA,NA,2020-04-03,West Virginia,WV,54061
Morgan,1,NA,NA,NA,2020-04-03,West Virginia,WV,54065
Ohio,11,NA,NA,NA,2020-04-03,West Virginia,WV,54069
NA,NA,NA,NA,NA,2020-04-03,West Virginia,WV,NA
Pleasants,1,NA,NA,NA,2020-04-03,West Virginia,WV,54073
Preston,5,NA,NA,NA,2020-04-03,West Virginia,WV,54077
Putnam,5,NA,NA,NA,2020-04-03,West Virginia,WV,54079
Raleigh,4,NA,NA,NA,2020-04-03,West Virginia,WV,54081
Randolph,3,NA,NA,NA,2020-04-03,West Virginia,WV,54083
Roane,2,NA,NA,NA,2020-04-03,West Virginia,WV,54087
Tucker,3,NA,NA,NA,2020-04-03,West Virginia,WV,54093
Upshur,1,NA,NA,NA,2020-04-03,West Virginia,WV,54097
Wetzel,2,NA,NA,NA,2020-04-03,West Virginia,WV,54103
Wirt,1,NA,NA,NA,2020-04-03,West Virginia,WV,54105
Wood,7,NA,NA,NA,2020-04-03,West Virginia,WV,54107
Barbour,1,NA,NA,NA,2020-04-02,West Virginia,WV,54001
Berkeley,37,NA,NA,NA,2020-04-02,West Virginia,WV,54003
Cabell,5,NA,NA,NA,2020-04-02,West Virginia,WV,54011
Greenbrier,3,NA,NA,NA,2020-04-02,West Virginia,WV,54025
Hancock,5,NA,NA,NA,2020-04-02,West Virginia,WV,54029
Hardy,2,NA,NA,NA,2020-04-02,West Virginia,WV,54031
Harrison,17,NA,NA,NA,2020-04-02,West Virginia,WV,54033
Jackson,11,NA,NA,NA,2020-04-02,West Virginia,WV,54035
Jefferson,12,NA,NA,NA,2020-04-02,West Virginia,WV,54037
Kanawha,40,NA,NA,NA,2020-04-02,West Virginia,WV,54039
Logan,4,NA,NA,NA,2020-04-02,West Virginia,WV,54045
Marion,11,NA,NA,NA,2020-04-02,West Virginia,WV,54049
Marshall,4,NA,NA,NA,2020-04-02,West Virginia,WV,54051
Mason,3,NA,NA,NA,2020-04-02,West Virginia,WV,54053
Mercer,3,NA,NA,NA,2020-04-02,West Virginia,WV,54055
Mineral,2,NA,NA,NA,2020-04-02,West Virginia,WV,54057
Monongalia,35,NA,NA,NA,2020-04-02,West Virginia,WV,54061
Morgan,1,NA,NA,NA,2020-04-02,West Virginia,WV,54065
Ohio,11,NA,NA,NA,2020-04-02,West Virginia,WV,54069
NA,NA,NA,NA,NA,2020-04-02,West Virginia,WV,NA
Pleasants,1,NA,NA,NA,2020-04-02,West Virginia,WV,54073
Preston,4,NA,NA,NA,2020-04-02,West Virginia,WV,54077
Putnam,5,NA,NA,NA,2020-04-02,West Virginia,WV,54079
Raleigh,3,NA,NA,NA,2020-04-02,West Virginia,WV,54081
Randolph,2,NA,NA,NA,2020-04-02,West Virginia,WV,54083
Roane,2,NA,NA,NA,2020-04-02,West Virginia,WV,54087
Tucker,3,NA,NA,NA,2020-04-02,West Virginia,WV,54093
Upshur,1,NA,NA,NA,2020-04-02,West Virginia,WV,54097
Wetzel,2,NA,NA,NA,2020-04-02,West Virginia,WV,54103
Wirt1,NA,NA,NA,NA,2020-04-02,West Virginia,WV,NA
Wood,5,NA,NA,NA,2020-04-02,West Virginia,WV,54107
Barbour,1,NA,NA,NA,2020-04-01,West Virginia,WV,54001
Berkeley,27,NA,NA,NA,2020-04-01,West Virginia,WV,54003
Cabell,3,NA,NA,NA,2020-04-01,West Virginia,WV,54011
Greenbrier,3,NA,NA,NA,2020-04-01,West Virginia,WV,54025
Hancock,5,NA,NA,NA,2020-04-01,West Virginia,WV,54029
Hardy,2,NA,NA,NA,2020-04-01,West Virginia,WV,54031
Harrison,17,NA,NA,NA,2020-04-01,West Virginia,WV,54033
Jackson,11,NA,NA,NA,2020-04-01,West Virginia,WV,54035
Jefferson,12,NA,NA,NA,2020-04-01,West Virginia,WV,54037
Kanawha,39,NA,NA,NA,2020-04-01,West Virginia,WV,54039
Logan,4,NA,NA,NA,2020-04-01,West Virginia,WV,54045
Marion,10,NA,NA,NA,2020-04-01,West Virginia,WV,54049
Marshall,4,NA,NA,NA,2020-04-01,West Virginia,WV,54051
Mason,3,NA,NA,NA,2020-04-01,West Virginia,WV,54053
Mercer,3,NA,NA,NA,2020-04-01,West Virginia,WV,54055
Monongalia,35,NA,NA,NA,2020-04-01,West Virginia,WV,54061
Morgan,1,NA,NA,NA,2020-04-01,West Virginia,WV,54065
Ohio,10,NA,NA,NA,2020-04-01,West Virginia,WV,54069
Pendleton,1,NA,NA,NA,2020-04-01,West Virginia,WV,54071
Pleasants,1,NA,NA,NA,2020-04-01,West Virginia,WV,54073
Preston,3,NA,NA,NA,2020-04-01,West Virginia,WV,54077
Putnam,5,NA,NA,NA,2020-04-01,West Virginia,WV,54079
Raleigh,3,NA,NA,NA,2020-04-01,West Virginia,WV,54081
Randolph,2,NA,NA,NA,2020-04-01,West Virginia,WV,54083
Roane,2,NA,NA,NA,2020-04-01,West Virginia,WV,54087
Tucker,3,NA,NA,NA,2020-04-01,West Virginia,WV,54093
Upshur,1,NA,NA,NA,2020-04-01,West Virginia,WV,54097
Wetzel,2,NA,NA,NA,2020-04-01,West Virginia,WV,54103
Wirt,1,NA,NA,NA,2020-04-01,West Virginia,WV,54105
Wood,3,NA,NA,NA,2020-04-01,West Virginia,WV,54107
Barbour,1,NA,NA,NA,2020-03-31,West Virginia,WV,54001
Berkeley,21,NA,NA,NA,2020-03-31,West Virginia,WV,54003
Cabell,1,NA,NA,NA,2020-03-31,West Virginia,WV,54011
Greenbrier,3,NA,NA,NA,2020-03-31,West Virginia,WV,54025
Hancock,6,NA,NA,NA,2020-03-31,West Virginia,WV,54029
Hardy,1,NA,NA,NA,2020-03-31,West Virginia,WV,54031
Harrison,14,NA,NA,NA,2020-03-31,West Virginia,WV,54033
Jackson,11,NA,NA,NA,2020-03-31,West Virginia,WV,54035
Jefferson,9,NA,NA,NA,2020-03-31,West Virginia,WV,54037
Kanawha,37,NA,NA,NA,2020-03-31,West Virginia,WV,54039
Logan,3,NA,NA,NA,2020-03-31,West Virginia,WV,54045
Marion,8,NA,NA,NA,2020-03-31,West Virginia,WV,54049
Marshall,4,NA,NA,NA,2020-03-31,West Virginia,WV,54051
Mason,3,NA,NA,NA,2020-03-31,West Virginia,WV,54053
Mercer,2,NA,NA,NA,2020-03-31,West Virginia,WV,54055
Monongalia,32,NA,NA,NA,2020-03-31,West Virginia,WV,54061
Morgan,1,NA,NA,NA,2020-03-31,West Virginia,WV,54065
Ohio,11,NA,NA,NA,2020-03-31,West Virginia,WV,54069
Pleasants,1,NA,NA,NA,2020-03-31,West Virginia,WV,54073
Preston,3,NA,NA,NA,2020-03-31,West Virginia,WV,54077
Putnam,5,NA,NA,NA,2020-03-31,West Virginia,WV,54079
Raleigh,3,NA,NA,NA,2020-03-31,West Virginia,WV,54081
Randolph,1,NA,NA,NA,2020-03-31,West Virginia,WV,54083
Roane,2,NA,NA,NA,2020-03-31,West Virginia,WV,54087
Tucker,2,NA,NA,NA,2020-03-31,West Virginia,WV,54093
Upshur,1,NA,NA,NA,2020-03-31,West Virginia,WV,54097
Wetzel,2,NA,NA,NA,2020-03-31,West Virginia,WV,54103
Wirt,1,NA,NA,NA,2020-03-31,West Virginia,WV,54105
Wood,2,NA,NA,NA,2020-03-31,West Virginia,WV,54107
Berkeley,16,NA,NA,NA,2020-03-30,West Virginia,WV,54003
Cabell,1,NA,NA,NA,2020-03-30,West Virginia,WV,54011
Greenbrier,3,NA,NA,NA,2020-03-30,West Virginia,WV,54025
Hancock,3,NA,NA,NA,2020-03-30,West Virginia,WV,54029
Hardy,1,NA,NA,NA,2020-03-30,West Virginia,WV,54031
Harrison,11,NA,NA,NA,2020-03-30,West Virginia,WV,54033
Jackson,9,NA,NA,NA,2020-03-30,West Virginia,WV,54035
Jefferson,8,NA,NA,NA,2020-03-30,West Virginia,WV,54037
Kanawha,31,NA,NA,NA,2020-03-30,West Virginia,WV,54039
Logan,2,NA,NA,NA,2020-03-30,West Virginia,WV,54045
Marion,5,NA,NA,NA,2020-03-30,West Virginia,WV,54049
Marshall,4,NA,NA,NA,2020-03-30,West Virginia,WV,54051
Mason,3,NA,NA,NA,2020-03-30,West Virginia,WV,54053
Mercer,2,NA,NA,NA,2020-03-30,West Virginia,WV,54055
Monongalia,31,NA,NA,NA,2020-03-30,West Virginia,WV,54061
Morgan,1,NA,NA,NA,2020-03-30,West Virginia,WV,54065
Ohio,10,NA,NA,NA,2020-03-30,West Virginia,WV,54069
Pleasants,1,NA,NA,NA,2020-03-30,West Virginia,WV,54073
Preston,3,NA,NA,NA,2020-03-30,West Virginia,WV,54077
Putnam,4,NA,NA,NA,2020-03-30,West Virginia,WV,54079
Raleigh,3,NA,NA,NA,2020-03-30,West Virginia,WV,54081
Randolph,1,NA,NA,NA,2020-03-30,West Virginia,WV,54083
Roane,2,NA,NA,NA,2020-03-30,West Virginia,WV,54087
Tucker,2,NA,NA,NA,2020-03-30,West Virginia,WV,54093
Upshur,1,NA,NA,NA,2020-03-30,West Virginia,WV,54097
Wetzel,1,NA,NA,NA,2020-03-30,West Virginia,WV,54103
Wirt,1,NA,NA,NA,2020-03-30,West Virginia,WV,54105
Wood,2,NA,NA,NA,2020-03-30,West Virginia,WV,54107
Berkeley,14,NA,NA,NA,2020-03-29,West Virginia,WV,54003
Cabell,1,NA,NA,NA,2020-03-29,West Virginia,WV,54011
Greenbrier,3,NA,NA,NA,2020-03-29,West Virginia,WV,54025
Hancock,3,NA,NA,NA,2020-03-29,West Virginia,WV,54029
Harrison,10,NA,NA,NA,2020-03-29,West Virginia,WV,54033
Jackson,8,NA,NA,NA,2020-03-29,West Virginia,WV,54035
Jefferson,6,NA,NA,NA,2020-03-29,West Virginia,WV,54037
Kanawha,23,NA,NA,NA,2020-03-29,West Virginia,WV,54039
Logan,2,NA,NA,NA,2020-03-29,West Virginia,WV,54045
Marion,5,NA,NA,NA,2020-03-29,West Virginia,WV,54049
Marshall,4,NA,NA,NA,2020-03-29,West Virginia,WV,54051
Mason,3,NA,NA,NA,2020-03-29,West Virginia,WV,54053
Mercer,2,NA,NA,NA,2020-03-29,West Virginia,WV,54055
Monongalia,31,NA,NA,NA,2020-03-29,West Virginia,WV,54061
Morgan,1,NA,NA,NA,2020-03-29,West Virginia,WV,54065
Ohio,9,NA,NA,NA,2020-03-29,West Virginia,WV,54069
Pleasants,1,NA,NA,NA,2020-03-29,West Virginia,WV,54073
Preston,2,NA,NA,NA,2020-03-29,West Virginia,WV,54077
Putnam,4,NA,NA,NA,2020-03-29,West Virginia,WV,54079
Raleigh,3,NA,NA,NA,2020-03-29,West Virginia,WV,54081
Randolph,1,NA,NA,NA,2020-03-29,West Virginia,WV,54083
Roane,2,NA,NA,NA,2020-03-29,West Virginia,WV,54087
Tucker,2,NA,NA,NA,2020-03-29,West Virginia,WV,54093
Upshur,1,NA,NA,NA,2020-03-29,West Virginia,WV,54097
Wetzel,1,NA,NA,NA,2020-03-29,West Virginia,WV,54103
Wirt,1,NA,NA,NA,2020-03-29,West Virginia,WV,54105
Wood,2,NA,NA,NA,2020-03-29,West Virginia,WV,54107
Berkeley,10,NA,NA,NA,2020-03-28,West Virginia,WV,54003
Cabell,1,NA,NA,NA,2020-03-28,West Virginia,WV,54011
Greenbrier,2,NA,NA,NA,2020-03-28,West Virginia,WV,54025
Hancock,3,NA,NA,NA,2020-03-28,West Virginia,WV,54029
Harrison,7,NA,NA,NA,2020-03-28,West Virginia,WV,54033
Jackson,8,NA,NA,NA,2020-03-28,West Virginia,WV,54035
Jefferson,5,NA,NA,NA,2020-03-28,West Virginia,WV,54037
Kanawha,19,NA,NA,NA,2020-03-28,West Virginia,WV,54039
Logan,1,NA,NA,NA,2020-03-28,West Virginia,WV,54045
Marion,5,NA,NA,NA,2020-03-28,West Virginia,WV,54049
Marshall,4,NA,NA,NA,2020-03-28,West Virginia,WV,54051
Mason,3,NA,NA,NA,2020-03-28,West Virginia,WV,54053
Mercer,2,NA,NA,NA,2020-03-28,West Virginia,WV,54055
Monongalia,30,NA,NA,NA,2020-03-28,West Virginia,WV,54061
Morgan,1,NA,NA,NA,2020-03-28,West Virginia,WV,54065
Ohio,7,NA,NA,NA,2020-03-28,West Virginia,WV,54069
Pleasants,1,NA,NA,NA,2020-03-28,West Virginia,WV,54073
Preston,1,NA,NA,NA,2020-03-28,West Virginia,WV,54077
Putnam,3,NA,NA,NA,2020-03-28,West Virginia,WV,54079
Raleigh,4,NA,NA,NA,2020-03-28,West Virginia,WV,54081
Tucker,2,NA,NA,NA,2020-03-28,West Virginia,WV,54093
Upshur,1,NA,NA,NA,2020-03-28,West Virginia,WV,54097
Wetzel,1,NA,NA,NA,2020-03-28,West Virginia,WV,54103
Wirt,1,NA,NA,NA,2020-03-28,West Virginia,WV,54105
Wood,2,NA,NA,NA,2020-03-28,West Virginia,WV,54107
Berkeley,10,NA,NA,NA,2020-03-27,West Virginia,WV,54003
Greenbrier,2,NA,NA,NA,2020-03-27,West Virginia,WV,54025
Hancock,3,NA,NA,NA,2020-03-27,West Virginia,WV,54029
Harrison,5,NA,NA,NA,2020-03-27,West Virginia,WV,54033
Jackson,7,NA,NA,NA,2020-03-27,West Virginia,WV,54035
Jefferson,4,NA,NA,NA,2020-03-27,West Virginia,WV,54037
Kanawha,19,NA,NA,NA,2020-03-27,West Virginia,WV,54039
Logan,1,NA,NA,NA,2020-03-27,West Virginia,WV,54045
Marion,5,NA,NA,NA,2020-03-27,West Virginia,WV,54049
Marshall,4,NA,NA,NA,2020-03-27,West Virginia,WV,54051
Mason,3,NA,NA,NA,2020-03-27,West Virginia,WV,54053
Mercer,2,NA,NA,NA,2020-03-27,West Virginia,WV,54055
Monongalia,29,NA,NA,NA,2020-03-27,West Virginia,WV,54061
Ohio,6,NA,NA,NA,2020-03-27,West Virginia,WV,54069
Pleasants,1,NA,NA,NA,2020-03-27,West Virginia,WV,54073
Preston,1,NA,NA,NA,2020-03-27,West Virginia,WV,54077
Putnam,3,NA,NA,NA,2020-03-27,West Virginia,WV,54079
Raleigh,3,NA,NA,NA,2020-03-27,West Virginia,WV,54081
Tucker,2,NA,NA,NA,2020-03-27,West Virginia,WV,54093
Upshur,1,NA,NA,NA,2020-03-27,West Virginia,WV,54097
Wood,2,NA,NA,NA,2020-03-27,West Virginia,WV,54107
Berkeley,9,NA,NA,NA,2020-03-26,West Virginia,WV,54003
Greenbrier,1,NA,NA,NA,2020-03-26,West Virginia,WV,54025
Hancock,1,NA,NA,NA,2020-03-26,West Virginia,WV,54029
Harrison,4,NA,NA,NA,2020-03-26,West Virginia,WV,54033
Jackson,6,NA,NA,NA,2020-03-26,West Virginia,WV,54035
Jefferson,4,NA,NA,NA,2020-03-26,West Virginia,WV,54037
Kanawha,17,NA,NA,NA,2020-03-26,West Virginia,WV,54039
Logan,1,NA,NA,NA,2020-03-26,West Virginia,WV,54045
Marion,3,NA,NA,NA,2020-03-26,West Virginia,WV,54049
Marshall,3,NA,NA,NA,2020-03-26,West Virginia,WV,54051
Mason,3,NA,NA,NA,2020-03-26,West Virginia,WV,54053
Mercer,2,NA,NA,NA,2020-03-26,West Virginia,WV,54055
Monongalia,23,NA,NA,NA,2020-03-26,West Virginia,WV,54061
Ohio,6,NA,NA,NA,2020-03-26,West Virginia,WV,54069
Pleasants,1,NA,NA,NA,2020-03-26,West Virginia,WV,54073
Preston,1,NA,NA,NA,2020-03-26,West Virginia,WV,54077
Putnam,3,NA,NA,NA,2020-03-26,West Virginia,WV,54079
Raleigh,3,NA,NA,NA,2020-03-26,West Virginia,WV,54081
Tucker,2,NA,NA,NA,2020-03-26,West Virginia,WV,54093
Upshur,1,NA,NA,NA,2020-03-26,West Virginia,WV,54097
Wood,2,NA,NA,NA,2020-03-26,West Virginia,WV,54107
Jefferson,4,NA,NA,NA,2020-03-25,West Virginia,WV,54039
Berkeley,2,NA,NA,NA,2020-03-24,West Virginia,WV,54003
Hancock,1,NA,NA,NA,2020-03-24,West Virginia,WV,54029
Harrison,3,NA,NA,NA,2020-03-24,West Virginia,WV,54033
Jackson,4,NA,NA,NA,2020-03-24,West Virginia,WV,54035
Jefferson,3,NA,NA,NA,2020-03-24,West Virginia,WV,54037
Kanawha,5,NA,NA,NA,2020-03-24,West Virginia,WV,54039
Logan,1,NA,NA,NA,2020-03-24,West Virginia,WV,54045
Marion,1,NA,NA,NA,2020-03-24,West Virginia,WV,54049
Marshall,2,NA,NA,NA,2020-03-24,West Virginia,WV,54051
Mercer,2,NA,NA,NA,2020-03-24,West Virginia,WV,54055
Monongalia,18,NA,NA,NA,2020-03-24,West Virginia,WV,54061
Ohio,2,NA,NA,NA,2020-03-24,West Virginia,WV,54069
Preston,2,NA,NA,NA,2020-03-24,West Virginia,WV,54077
Putnam,2,NA,NA,NA,2020-03-24,West Virginia,WV,54079
Raleigh,1,NA,NA,NA,2020-03-24,West Virginia,WV,54081
Tucker,2,NA,NA,NA,2020-03-24,West Virginia,WV,54093
Wood,1,NA,NA,NA,2020-03-24,West Virginia,WV,54107
Berkeley,2,NA,NA,NA,2020-03-23,West Virginia,WV,54003
Harrison,3,NA,NA,NA,2020-03-23,West Virginia,WV,54033
Jackson,2,NA,NA,NA,2020-03-23,West Virginia,WV,54035
Jefferson,3,NA,NA,NA,2020-03-23,West Virginia,WV,54037
Kanawha,4,NA,NA,NA,2020-03-23,West Virginia,WV,54039
Marshall,2,NA,NA,NA,2020-03-23,West Virginia,WV,54051
Mercer,2,NA,NA,NA,2020-03-23,West Virginia,WV,54055
Monongalia,16,NA,NA,NA,2020-03-23,West Virginia,WV,54061
Preston,1,NA,NA,NA,2020-03-23,West Virginia,WV,54077
Putnam,1,NA,NA,NA,2020-03-23,West Virginia,WV,54079
Tucker,2,NA,NA,NA,2020-03-23,West Virginia,WV,54093
Wood,1,NA,NA,NA,2020-03-23,West Virginia,WV,54107
Jackson,1,NA,NA,NA,2020-03-22,West Virginia,WV,54035
Jefferson,3,NA,NA,NA,2020-03-22,West Virginia,WV,54037
Kanawha,4,NA,NA,NA,2020-03-22,West Virginia,WV,54039
Marshall,2,NA,NA,NA,2020-03-22,West Virginia,WV,54051
Mercer,2,NA,NA,NA,2020-03-22,West Virginia,WV,54055
Monongalia,5,NA,NA,NA,2020-03-22,West Virginia,WV,54061
Putnam,1,NA,NA,NA,2020-03-22,West Virginia,WV,54079
Tucker,2,NA,NA,NA,2020-03-22,West Virginia,WV,54093
